selector,classifier,replication_mode,fold,n_train,n_test,n_test_fails,n_selected_features,BER,True+,True-,threshold_oof_global,alpha,gamma,C,n_neighbors
Welch-t,krr,strict,3,1410,157,10,40,0.28265306122448974,0.7,0.7346938775510204,-0.18798917342995142,1.0,,,
Welch-t,krr,strict,4,1410,157,11,40,0.26992528019925277,0.7272727272727273,0.7328767123287672,-0.18798917342995142,1.0,,,
Welch-t,krr,strict,5,1410,157,11,40,0.37453300124533007,0.5454545454545454,0.7054794520547946,-0.18798917342995142,1.0,,,
Welch-t,krr,strict,6,1410,157,11,40,0.32658779576587804,0.5454545454545454,0.8013698630136986,-0.18798917342995142,1.0,,,
Welch-t,krr,strict,7,1410,157,11,40,0.3188044831880448,0.6363636363636364,0.726027397260274,-0.18798917342995142,1.0,,,
Welch-t,krr,strict,8,1411,156,10,40,0.3972602739726028,0.5,0.7054794520547946,-0.18798917342995142,1.0,,,
Welch-t,krr,strict,9,1411,156,10,40,0.34041095890410955,0.6,0.7191780821917808,-0.18798917342995142,1.0,,,
Welch-t,krr,strict,10,1411,156,10,40,0.25616438356164384,0.7,0.7876712328767124,-0.18798917342995142,1.0,,,
Welch-t,krr,with_missing_indicators,1,1410,157,10,40,0.15646258503401356,1.0,0.6870748299319728,0.002797966723064871,10.0,,,
Welch-t,krr,with_missing_indicators,2,1410,157,10,40,0.2030612244897959,0.9,0.6938775510204082,0.002797966723064871,10.0,,,
Welch-t,krr,with_missing_indicators,3,1410,157,10,40,0.263265306122449,0.8,0.673469387755102,0.002797966723064871,10.0,,,
Welch-t,krr,with_missing_indicators,4,1410,157,11,40,0.3085305105853051,0.6363636363636364,0.7465753424657534,0.002797966723064871,10.0,,,
Welch-t,krr,with_missing_indicators,5,1410,157,11,40,0.3119551681195517,0.6363636363636364,0.7397260273972602,0.002797966723064871,10.0,,,
Welch-t,krr,with_missing_indicators,6,1410,157,11,40,0.2665006226650062,0.7272727272727273,0.7397260273972602,0.002797966723064871,10.0,,,
Welch-t,krr,with_missing_indicators,7,1410,157,11,40,0.42683686176836866,0.45454545454545453,0.6917808219178082,0.002797966723064871,10.0,,,
Welch-t,krr,with_missing_indicators,8,1411,156,10,40,0.46438356164383565,0.4,0.6712328767123288,0.002797966723064871,10.0,,,
Welch-t,krr,with_missing_indicators,9,1411,156,10,40,0.3301369863013699,0.6,0.7397260273972602,0.002797966723064871,10.0,,,
Welch-t,krr,with_missing_indicators,10,1411,156,10,40,0.18698630136986294,0.9,0.726027397260274,0.002797966723064871,10.0,,,
F-test,krr,strict,1,1410,157,10,40,0.17006802721088432,1.0,0.6598639455782312,-0.21159243730759902,10.0,0.1,,
F-test,krr,strict,2,1410,157,10,40,0.2438775510204081,0.9,0.6122448979591837,-0.21159243730759902,10.0,0.1,,
F-test,krr,strict,3,1410,157,10,40,0.2768707482993197,0.8,0.6462585034013606,-0.21159243730759902,10.0,0.1,,
F-test,krr,strict,4,1410,157,11,40,0.28268991282689915,0.8181818181818182,0.6164383561643836,-0.21159243730759902,10.0,0.1,,
F-test,krr,strict,5,1410,157,11,40,0.3452677459526774,0.7272727272727273,0.5821917808219178,-0.21159243730759902,10.0,0.1,,
F-test,krr,strict,6,1410,157,11,40,0.2201120797011208,0.9090909090909091,0.6506849315068494,-0.21159243730759902,10.0,0.1,,
F-test,krr,strict,7,1410,157,11,40,0.31008717310087164,0.8181818181818182,0.5616438356164384,-0.21159243730759902,10.0,0.1,,
F-test,krr,strict,8,1411,156,10,40,0.42808219178082196,0.5,0.6438356164383562,-0.21159243730759902,10.0,0.1,,
F-test,krr,strict,9,1411,156,10,40,0.36917808219178083,0.7,0.5616438356164384,-0.21159243730759902,10.0,0.1,,
